tstart	tend	duration	clientip	respcode
2016-07-07 09:53:47	2016-07-07 09:53:47	198	10.27.128.86	0
2016-07-07 06:17:18	2016-07-07 06:17:18	212	10.27.128.86	0
2016-07-07 13:26:54	2016-07-07 13:26:54	879	10.27.128.86	0
2016-07-07 21:20:55	2016-07-07 21:20:55	210	10.27.128.86	0
2016-07-07 11:20:20	2016-07-07 11:20:20	744	10.27.128.86	0
2016-07-07 03:50:08	2016-07-07 03:50:08	323	10.27.128.86	0
2016-07-07 00:25:29	2016-07-07 00:25:29	576	10.27.128.86	0
2016-07-07 18:04:26	2016-07-07 18:04:26	280	10.27.128.86	0
2016-07-07 05:23:12	2016-07-07 05:23:12	409	10.27.128.86	0
2016-07-07 03:36:42	2016-07-07 03:36:42	681	10.27.128.86	0
2016-07-07 00:04:58	2016-07-07 00:04:58	244	10.27.128.86	0
2016-07-07 21:43:25	2016-07-07 21:43:25	246	10.27.128.86	0
2016-07-07 06:49:46	2016-07-07 06:49:46	598	10.27.128.86	0
2016-07-07 15:58:49	2016-07-07 15:58:49	338	10.27.128.86	0
2016-07-07 15:24:44	2016-07-07 15:24:44	583	10.27.128.86	0
2016-07-07 16:14:45	2016-07-07 16:14:45	684	10.27.128.86	0
2016-07-07 02:04:34	2016-07-07 02:04:34	377	10.27.128.86	0
2016-07-07 19:11:26	2016-07-07 19:11:26	189	10.27.128.86	0
2016-07-07 07:13:40	2016-07-07 07:13:40	248	10.27.128.86	0
2016-07-07 15:36:21	2016-07-07 15:36:21	882	10.27.128.86	0
2016-07-07 16:04:17	2016-07-07 16:04:17	707	10.27.128.86	0
2016-07-07 19:44:54	2016-07-07 19:44:54	554	10.27.128.86	0
2016-07-07 16:54:25	2016-07-07 16:54:25	261	10.27.128.86	0
2016-07-07 10:43:42	2016-07-07 10:43:42	398	10.27.128.86	0
2016-07-07 14:54:56	2016-07-07 14:54:56	581	10.27.128.86	0
2016-07-07 03:36:30	2016-07-07 03:36:30	47	10.27.128.86	0
2016-07-07 12:34:18	2016-07-07 12:34:18	416	10.27.128.86	0
2016-07-07 04:03:40	2016-07-07 04:03:40	505	10.27.128.86	0
2016-07-07 04:15:15	2016-07-07 04:15:15	772	10.27.128.86	0
2016-07-07 16:57:23	2016-07-07 16:57:23	666	10.27.128.86	0
2016-07-07 14:00:15	2016-07-07 14:00:15	458	10.27.128.86	0
2016-07-07 09:26:10	2016-07-07 09:26:10	204	10.27.128.86	0
2016-07-07 16:31:52	2016-07-07 16:31:52	720	10.27.128.86	0
2016-07-07 00:34:03	2016-07-07 00:34:03	625	10.27.128.86	0
2016-07-07 08:47:37	2016-07-07 08:47:37	816	10.27.128.86	0
2016-07-07 03:19:40	2016-07-07 03:19:40	271	10.27.128.86	0
2016-07-07 23:33:00	2016-07-07 23:33:00	164	10.27.128.86	0
2016-07-07 17:02:15	2016-07-07 17:02:15	515	10.27.128.86	0
2016-07-07 21:00:54	2016-07-07 21:00:54	637	10.27.128.86	0
2016-07-07 15:05:50	2016-07-07 15:05:50	365	10.27.128.86	0
2016-07-07 15:19:51	2016-07-07 15:19:51	603	10.27.128.86	0
2016-07-07 06:46:45	2016-07-07 06:46:45	378	10.27.128.86	0
2016-07-07 13:12:45	2016-07-07 13:12:45	519	10.27.128.86	0
2016-07-07 09:09:21	2016-07-07 09:09:21	326	10.27.128.86	0
2016-07-07 14:16:16	2016-07-07 14:16:16	679	10.27.128.86	0
2016-07-07 02:43:34	2016-07-07 02:43:34	379	10.27.128.86	0
2016-07-07 15:27:55	2016-07-07 15:27:55	563	10.27.128.86	0
2016-07-07 23:00:55	2016-07-07 23:00:55	239	10.27.128.86	0
2016-07-07 23:24:25	2016-07-07 23:24:25	329	10.27.128.86	0
2016-07-07 23:50:26	2016-07-07 23:50:26	240	10.27.128.86	0
2016-07-07 05:19:02	2016-07-07 05:19:02	263	10.27.128.86	0
2016-07-07 06:06:48	2016-07-07 06:06:48	335	10.27.128.86	0
2016-07-07 00:28:31	2016-07-07 00:28:31	715	10.27.128.86	0
2016-07-07 05:56:04	2016-07-07 05:56:04	564	10.27.128.86	0
2016-07-07 21:03:20	2016-07-07 21:03:20	386	10.27.128.86	0
2016-07-07 08:20:21	2016-07-07 08:20:21	190	10.27.128.86	0
2016-07-07 10:21:42	2016-07-07 10:21:42	483	10.27.128.86	0
2016-07-07 12:03:46	2016-07-07 12:03:46	619	10.27.128.86	0
2016-07-07 00:16:35	2016-07-07 00:16:35	172	10.27.128.86	0
2016-07-07 14:46:49	2016-07-07 14:46:49	595	10.27.128.86	0
2016-07-07 14:08:51	2016-07-07 14:08:51	254	10.27.128.86	0
2016-07-07 02:41:00	2016-07-07 02:41:00	515	10.27.128.86	0
2016-07-07 18:46:17	2016-07-07 18:46:17	629	10.27.128.86	0
2016-07-07 04:09:33	2016-07-07 04:09:33	193	10.27.128.86	0
2016-07-07 22:54:59	2016-07-07 22:54:59	185	10.27.128.86	0
2016-07-07 23:00:56	2016-07-07 23:00:56	583	10.27.128.86	0
2016-07-07 11:36:45	2016-07-07 11:36:45	710	10.27.128.86	0
2016-07-07 04:28:42	2016-07-07 04:28:42	281	10.27.128.86	0
2016-07-07 06:17:04	2016-07-07 06:17:04	369	10.27.128.86	0
2016-07-07 12:00:43	2016-07-07 12:00:43	310	10.27.128.86	0
2016-07-07 06:46:46	2016-07-07 06:46:46	1	10.27.128.86	0
2016-07-07 01:06:04	2016-07-07 01:06:04	592	10.27.128.86	0
2016-07-07 19:22:26	2016-07-07 19:22:26	208	10.27.128.86	0
2016-07-07 18:35:19	2016-07-07 18:35:19	163	10.27.128.86	0
2016-07-07 03:22:10	2016-07-07 03:22:10	198	10.27.128.86	0
2016-07-07 09:48:09	2016-07-07 09:48:09	216	10.27.128.86	0
2016-07-07 09:40:18	2016-07-07 09:40:18	196	10.27.128.86	0
2016-07-07 16:04:14	2016-07-07 16:04:14	599	10.27.128.86	0
2016-07-07 07:41:07	2016-07-07 07:41:07	753	10.27.128.86	0
2016-07-07 22:32:28	2016-07-07 22:32:28	345	10.27.128.86	0
2016-07-07 00:51:36	2016-07-07 00:51:36	189	10.27.128.86	0
2016-07-07 09:59:46	2016-07-07 09:59:46	696	10.27.128.86	0
2016-07-07 19:36:53	2016-07-07 19:36:53	220	10.27.128.86	0
2016-07-07 11:58:48	2016-07-07 11:58:48	1	10.27.128.86	0
2016-07-07 04:06:42	2016-07-07 04:06:42	247	10.27.128.86	0
2016-07-07 18:18:24	2016-07-07 18:18:24	649	10.27.128.86	0
2016-07-07 18:54:24	2016-07-07 18:54:24	649	10.27.128.86	0
2016-07-07 19:31:24	2016-07-07 19:31:24	537	10.27.128.86	0
2016-07-07 13:31:56	2016-07-07 13:31:56	3314	10.27.128.86	0
2016-07-07 16:40:44	2016-07-07 16:40:44	49	10.27.128.86	0
2016-07-07 10:43:41	2016-07-07 10:43:41	650	10.27.128.86	0
2016-07-07 09:51:16	2016-07-07 09:51:16	166	10.27.128.86	0
2016-07-07 17:48:22	2016-07-07 17:48:22	228	10.27.128.86	0
2016-07-07 10:58:13	2016-07-07 10:58:13	208	10.27.128.86	0
2016-07-07 03:09:11	2016-07-07 03:09:11	380	10.27.128.86	0
2016-07-07 00:31:01	2016-07-07 00:31:01	192	10.27.128.86	0
2016-07-07 16:40:53	2016-07-07 16:40:53	877	10.27.128.86	0
2016-07-07 10:11:12	2016-07-07 10:11:12	235	10.27.128.86	0
2016-07-07 14:30:13	2016-07-07 14:30:13	524	10.27.128.86	0
2016-07-07 21:26:23	2016-07-07 21:26:23	189	10.27.128.86	0
2016-07-07 01:20:02	2016-07-07 01:20:02	582	10.27.128.86	0
2016-07-07 23:52:53	2016-07-07 23:52:53	1335	10.27.128.86	0
2016-07-07 12:34:20	2016-07-07 12:34:20	411	10.27.128.86	0
2016-07-07 01:53:37	2016-07-07 01:53:37	194	10.27.128.86	0
2016-07-07 16:31:51	2016-07-07 16:31:51	595	10.27.128.86	0
2016-07-07 07:38:42	2016-07-07 07:38:42	626	10.27.128.86	0
2016-07-07 15:47:45	2016-07-07 15:47:45	515	10.27.128.86	0
2016-07-07 12:22:46	2016-07-07 12:22:46	380	10.27.128.86	0
2016-07-07 17:19:53	2016-07-07 17:19:53	678	10.27.128.86	0
2016-07-07 09:29:10	2016-07-07 09:29:10	627	10.27.128.86	0
2016-07-07 04:09:41	2016-07-07 04:09:41	195	10.27.128.86	0
2016-07-07 08:28:41	2016-07-07 08:28:41	639	10.27.128.86	0
2016-07-07 02:10:30	2016-07-07 02:10:30	339	10.27.128.86	0
2016-07-07 15:39:21	2016-07-07 15:39:21	382	10.27.128.86	0
2016-07-07 20:16:23	2016-07-07 20:16:23	364	10.27.128.86	0
2016-07-07 09:17:55	2016-07-07 09:17:55	210	10.27.128.86	0
2016-07-07 17:25:21	2016-07-07 17:25:21	800	10.27.128.86	0
2016-07-07 22:32:20	2016-07-07 22:32:20	49	10.27.128.86	0
2016-07-07 09:56:45	2016-07-07 09:56:45	789	10.27.128.86	0
2016-07-07 05:29:20	2016-07-07 05:29:20	613	10.27.128.86	0
2016-07-07 04:34:15	2016-07-07 04:34:15	187	10.27.128.86	0
2016-07-07 03:58:36	2016-07-07 03:58:36	763	10.27.128.86	0
2016-07-07 14:27:12	2016-07-07 14:27:12	46	10.27.128.86	0
2016-07-07 23:03:58	2016-07-07 23:03:58	323	10.27.128.86	0
2016-07-07 04:03:31	2016-07-07 04:03:31	48	10.27.128.86	0
2016-07-07 21:43:26	2016-07-07 21:43:26	296	10.27.128.86	0
2016-07-07 11:41:48	2016-07-07 11:41:48	377	10.27.128.86	0
2016-07-07 22:57:57	2016-07-07 22:57:57	623	10.27.128.86	0
2016-07-07 22:54:51	2016-07-07 22:54:51	369	10.27.128.86	0
2016-07-07 04:48:34	2016-07-07 04:48:34	551	10.27.128.86	0
2016-07-07 23:35:52	2016-07-07 23:35:52	440	10.27.128.86	0
2016-07-07 03:16:32	2016-07-07 03:16:32	232	10.27.128.86	0
2016-07-07 18:51:48	2016-07-07 18:51:48	170	10.27.128.86	0
2016-07-07 19:11:25	2016-07-07 19:11:25	377	10.27.128.86	0
2016-07-07 21:17:56	2016-07-07 21:17:56	714	10.27.128.86	0
2016-07-07 12:20:14	2016-07-07 12:20:14	765	10.27.128.86	0
2016-07-07 17:36:51	2016-07-07 17:36:51	380	10.27.128.86	0
2016-07-07 18:29:46	2016-07-07 18:29:46	50	10.27.128.86	0
2016-07-07 18:49:27	2016-07-07 18:49:27	188	10.27.128.86	0
2016-07-07 09:34:45	2016-07-07 09:34:45	691	10.27.128.86	0
2016-07-07 15:08:54	2016-07-07 15:08:54	395	10.27.128.86	0
2016-07-07 06:04:19	2016-07-07 06:04:19	1757	10.27.128.86	0
2016-07-07 07:22:12	2016-07-07 07:22:12	240	10.27.128.86	0
2016-07-07 18:09:58	2016-07-07 18:09:58	297	10.27.128.86	0
2016-07-07 01:11:29	2016-07-07 01:11:29	193	10.27.128.86	0
2016-07-07 07:11:06	2016-07-07 07:11:06	477	10.27.128.86	0
2016-07-07 20:24:50	2016-07-07 20:24:50	215	10.27.128.86	0
2016-07-07 03:13:41	2016-07-07 03:13:41	216	10.27.128.86	0
2016-07-07 16:37:49	2016-07-07 16:37:49	567	10.27.128.86	0
2016-07-07 06:46:34	2016-07-07 06:46:34	48	10.27.128.86	0
2016-07-07 11:47:19	2016-07-07 11:47:19	422	10.27.128.86	0
2016-07-07 04:57:08	2016-07-07 04:57:08	457	10.27.128.86	0
2016-07-07 14:05:58	2016-07-07 14:05:58	251	10.27.128.86	0
2016-07-07 20:16:25	2016-07-07 20:16:25	717	10.27.128.86	0
2016-07-07 19:02:53	2016-07-07 19:02:53	247	10.27.128.86	0
2016-07-07 05:10:38	2016-07-07 05:10:38	742	10.27.128.86	0
2016-07-07 05:59:15	2016-07-07 05:59:15	258	10.27.128.86	0
2016-07-07 10:18:46	2016-07-07 10:18:46	675	10.27.128.86	0
2016-07-07 09:53:42	2016-07-07 09:53:42	246	10.27.128.86	0
2016-07-07 15:48:09	2016-07-07 15:48:09	328	10.27.128.86	0
2016-07-07 15:44:45	2016-07-07 15:44:45	186	10.27.128.86	0
2016-07-07 07:50:07	2016-07-07 07:50:07	182	10.27.128.86	0
2016-07-07 04:54:08	2016-07-07 04:54:08	685	10.27.128.86	0
2016-07-07 10:49:45	2016-07-07 10:49:45	469	10.27.128.86	0
2016-07-07 03:03:02	2016-07-07 03:03:02	688	10.27.128.86	0
2016-07-07 16:34:49	2016-07-07 16:34:49	276	10.27.128.86	0
2016-07-07 06:30:06	2016-07-07 06:30:06	243	10.27.128.86	0
2016-07-07 14:00:18	2016-07-07 14:00:18	441	10.27.128.86	0
2016-07-07 12:45:17	2016-07-07 12:45:17	1279	10.27.128.86	0
2016-07-07 09:11:39	2016-07-07 09:11:39	441	10.27.128.86	0
2016-07-07 08:09:36	2016-07-07 08:09:36	438	10.27.128.86	0
2016-07-07 18:21:18	2016-07-07 18:21:18	245	10.27.128.86	0
2016-07-07 19:00:25	2016-07-07 19:00:25	186	10.27.128.86	0
2016-07-07 09:31:42	2016-07-07 09:31:42	256	10.27.128.86	0
2016-07-07 08:42:17	2016-07-07 08:42:17	164	10.27.128.86	0
2016-07-07 04:40:04	2016-07-07 04:40:04	569	10.27.128.86	0
2016-07-07 10:35:39	2016-07-07 10:35:39	756	10.27.128.86	0
2016-07-07 12:14:17	2016-07-07 12:14:17	362	10.27.128.86	0
2016-07-07 12:39:47	2016-07-07 12:39:47	241	10.27.128.86	0
2016-07-07 14:32:53	2016-07-07 14:32:53	304	10.27.128.86	0
2016-07-07 06:06:45	2016-07-07 06:06:45	335	10.27.128.86	0
2016-07-07 05:13:05	2016-07-07 05:13:05	606	10.27.128.86	0
2016-07-07 20:52:23	2016-07-07 20:52:23	589	10.27.128.86	0
2016-07-07 09:11:43	2016-07-07 09:11:43	228	10.27.128.86	0
2016-07-07 01:34:03	2016-07-07 01:34:03	164	10.27.128.86	0
2016-07-07 14:24:12	2016-07-07 14:24:12	46	10.27.128.86	0
2016-07-07 01:40:00	2016-07-07 01:40:00	555	10.27.128.86	0
2016-07-07 05:51:13	2016-07-07 05:51:13	12107	10.27.128.86	0
2016-07-07 16:07:27	2016-07-07 16:07:27	3537	10.27.128.86	0
2016-07-07 11:39:40	2016-07-07 11:39:40	568	10.27.128.86	0
2016-07-07 16:20:51	2016-07-07 16:20:51	344	10.27.128.86	0
2016-07-07 01:42:37	2016-07-07 01:42:37	195	10.27.128.86	0
2016-07-07 13:15:52	2016-07-07 13:15:52	529	10.27.128.86	0
2016-07-07 20:43:57	2016-07-07 20:43:57	763	10.27.128.86	0
2016-07-07 14:46:53	2016-07-07 14:46:53	240	10.27.128.86	0
2016-07-07 20:13:24	2016-07-07 20:13:24	394	10.27.128.86	0
2016-07-07 18:43:23	2016-07-07 18:43:23	332	10.27.128.86	0
2016-07-07 18:29:48	2016-07-07 18:29:48	229	10.27.128.86	0
2016-07-07 23:18:28	2016-07-07 23:18:28	541	10.27.128.86	0
2016-07-07 07:52:42	2016-07-07 07:52:42	193	10.27.128.86	0
2016-07-07 19:56:23	2016-07-07 19:56:23	369	10.27.128.86	0
2016-07-07 05:59:26	2016-07-07 05:59:26	1135	10.27.128.86	0
2016-07-07 23:27:26	2016-07-07 23:27:26	559	10.27.128.86	0
2016-07-07 19:39:49	2016-07-07 19:39:49	182	10.27.128.86	0
2016-07-07 21:43:28	2016-07-07 21:43:28	272	10.27.128.86	0
2016-07-07 01:20:04	2016-07-07 01:20:04	550	10.27.128.86	0
2016-07-07 04:23:12	2016-07-07 04:23:12	512	10.27.128.86	0
2016-07-07 19:50:49	2016-07-07 19:50:49	374	10.27.128.86	0
2016-07-07 07:38:44	2016-07-07 07:38:44	785	10.27.128.86	0
2016-07-07 12:28:55	2016-07-07 12:28:55	666	10.27.128.86	0
2016-07-07 13:01:55	2016-07-07 13:01:55	690	10.27.128.86	0
2016-07-07 17:48:24	2016-07-07 17:48:24	163	10.27.128.86	0
2016-07-07 14:54:44	2016-07-07 14:54:44	284	10.27.128.86	0
2016-07-07 00:42:32	2016-07-07 00:42:32	3106	10.27.128.86	0
2016-07-07 09:00:45	2016-07-07 09:00:45	630	10.27.128.86	0
2016-07-07 17:02:23	2016-07-07 17:02:23	478	10.27.128.86	0
2016-07-07 03:31:14	2016-07-07 03:31:14	194	10.27.128.86	0
2016-07-07 03:00:37	2016-07-07 03:00:37	216	10.27.128.86	0
2016-07-07 09:23:14	2016-07-07 09:23:14	357	10.27.128.86	0
2016-07-07 13:31:50	2016-07-07 13:31:50	275	10.27.128.86	0
2016-07-07 18:57:24	2016-07-07 18:57:24	388	10.27.128.86	0
2016-07-07 15:11:20	2016-07-07 15:11:20	585	10.27.128.86	0
2016-07-07 05:18:53	2016-07-07 05:18:53	313	10.27.128.86	0
2016-07-07 10:27:09	2016-07-07 10:27:09	679	10.27.128.86	0
2016-07-07 22:06:52	2016-07-07 22:06:52	604	10.27.128.86	0
2016-07-07 06:54:40	2016-07-07 06:54:40	693	10.27.128.86	0
2016-07-07 01:33:58	2016-07-07 01:33:58	365	10.27.128.86	0
2016-07-07 09:34:43	2016-07-07 09:34:43	655	10.27.128.86	0
2016-07-07 07:50:10	2016-07-07 07:50:10	642	10.27.128.86	0
2016-07-07 05:00:10	2016-07-07 05:00:10	215	10.27.128.86	0
2016-07-07 05:15:43	2016-07-07 05:15:43	2073	10.27.128.86	0
2016-07-07 05:26:09	2016-07-07 05:26:09	335	10.27.128.86	0
2016-07-07 14:38:52	2016-07-07 14:38:52	493	10.27.128.86	0
2016-07-07 23:35:54	2016-07-07 23:35:54	623	10.27.128.86	0
2016-07-07 20:49:55	2016-07-07 20:49:55	682	10.27.128.86	0
2016-07-07 02:54:42	2016-07-07 02:54:42	235	10.27.128.86	0
2016-07-07 20:01:49	2016-07-07 20:01:49	363	10.27.128.86	0
2016-07-07 22:49:26	2016-07-07 22:49:26	676	10.27.128.86	0
2016-07-07 12:20:12	2016-07-07 12:20:12	547	10.27.128.86	0
2016-07-07 13:46:14	2016-07-07 13:46:14	238	10.27.128.86	0
2016-07-07 17:22:19	2016-07-07 17:22:19	421	10.27.128.86	0
2016-07-07 03:13:35	2016-07-07 03:13:35	275	10.27.128.86	0
2016-07-07 20:38:57	2016-07-07 20:38:57	378	10.27.128.86	0
2016-07-07 08:12:16	2016-07-07 08:12:16	669	10.27.128.86	0
2016-07-07 13:31:53	2016-07-07 13:31:53	845	10.27.128.86	0
2016-07-07 12:17:19	2016-07-07 12:17:19	581	10.27.128.86	0
2016-07-07 18:26:48	2016-07-07 18:26:48	247	10.27.128.86	0
2016-07-07 09:17:58	2016-07-07 09:17:58	182	10.27.128.86	0
2016-07-07 17:11:22	2016-07-07 17:11:22	242	10.27.128.86	0
2016-07-07 16:17:45	2016-07-07 16:17:45	707	10.27.128.86	0
2016-07-07 08:58:12	2016-07-07 08:58:12	224	10.27.128.86	0
2016-07-07 05:10:33	2016-07-07 05:10:33	48	10.27.128.86	0
2016-07-07 15:33:26	2016-07-07 15:33:26	552	10.27.128.86	0
2016-07-07 00:54:32	2016-07-07 00:54:32	618	10.27.128.86	0
2016-07-07 17:36:54	2016-07-07 17:36:54	175	10.27.128.86	0
2016-07-07 06:57:37	2016-07-07 06:57:37	1	10.27.128.86	0
2016-07-07 03:11:01	2016-07-07 03:11:01	478	10.27.128.86	0
2016-07-07 03:16:37	2016-07-07 03:16:37	784	10.27.128.86	0
2016-07-07 15:36:27	2016-07-07 15:36:27	271	10.27.128.86	0
2016-07-07 13:29:51	2016-07-07 13:29:51	774	10.27.128.86	0
2016-07-07 14:02:49	2016-07-07 14:02:49	6962	10.27.128.86	0
2016-07-07 19:53:21	2016-07-07 19:53:21	310	10.27.128.86	0
2016-07-07 22:29:53	2016-07-07 22:29:53	652	10.27.128.86	0
2016-07-07 06:32:40	2016-07-07 06:32:40	570	10.27.128.86	0
2016-07-07 05:02:41	2016-07-07 05:02:41	832	10.27.128.86	0
2016-07-07 12:00:46	2016-07-07 12:00:46	778	10.27.128.86	0
2016-07-07 11:25:14	2016-07-07 11:25:14	576	10.27.128.86	0
2016-07-07 00:40:00	2016-07-07 00:40:00	378	10.27.128.86	0
2016-07-07 13:54:22	2016-07-07 13:54:22	247	10.27.128.86	0
2016-07-07 01:22:36	2016-07-07 01:22:36	174	10.27.128.86	0
2016-07-07 02:12:37	2016-07-07 02:12:37	354	10.27.128.86	0
2016-07-07 04:54:12	2016-07-07 04:54:12	452	10.27.128.86	0
2016-07-07 12:45:21	2016-07-07 12:45:21	1	10.27.128.86	0
2016-07-07 00:37:05	2016-07-07 00:37:05	373	10.27.128.86	0
2016-07-07 08:58:42	2016-07-07 08:58:42	15630	10.27.128.86	0
2016-07-07 14:10:50	2016-07-07 14:10:50	767	10.27.128.86	0
2016-07-07 10:58:16	2016-07-07 10:58:16	385	10.27.128.86	0
2016-07-07 06:35:37	2016-07-07 06:35:37	762	10.27.128.86	0
2016-07-07 05:18:58	2016-07-07 05:18:58	225	10.27.128.86	0
2016-07-07 18:40:54	2016-07-07 18:40:54	573	10.27.128.86	0
2016-07-07 06:41:18	2016-07-07 06:41:18	598	10.27.128.86	0
2016-07-07 04:51:15	2016-07-07 04:51:15	182	10.27.128.86	0
2016-07-07 05:10:49	2016-07-07 05:10:49	3391	10.27.128.86	0
2016-07-07 01:53:32	2016-07-07 01:53:32	170	10.27.128.86	0
2016-07-07 08:17:42	2016-07-07 08:17:42	574	10.27.128.86	0
2016-07-07 04:42:41	2016-07-07 04:42:41	717	10.27.128.86	0
2016-07-07 13:34:45	2016-07-07 13:34:45	3284	10.27.128.86	0
2016-07-07 11:03:12	2016-07-07 11:03:12	354	10.27.128.86	0
2016-07-07 21:40:57	2016-07-07 21:40:57	540	10.27.128.86	0
2016-07-07 03:33:37	2016-07-07 03:33:37	559	10.27.128.86	0
2016-07-07 22:35:28	2016-07-07 22:35:28	188	10.27.128.86	0
2016-07-07 03:36:44	2016-07-07 03:36:44	221	10.27.128.86	0
2016-07-07 01:09:02	2016-07-07 01:09:02	247	10.27.128.86	0
2016-07-07 15:33:15	2016-07-07 15:33:15	559	10.27.128.86	0
2016-07-07 18:01:21	2016-07-07 18:01:21	690	10.27.128.86	0
2016-07-07 03:25:10	2016-07-07 03:25:10	370	10.27.128.86	0
2016-07-07 18:26:57	2016-07-07 18:26:57	220	10.27.128.86	0
2016-07-07 06:17:09	2016-07-07 06:17:09	870	10.27.128.86	0
2016-07-07 22:54:54	2016-07-07 22:54:54	319	10.27.128.86	0
2016-07-07 23:53:02	2016-07-07 23:53:02	388	10.27.128.86	0
2016-07-07 18:04:20	2016-07-07 18:04:20	393	10.27.128.86	0
2016-07-07 05:13:06	2016-07-07 05:13:06	363	10.27.128.86	0
2016-07-07 18:32:22	2016-07-07 18:32:22	739	10.27.128.86	0
2016-07-07 12:17:11	2016-07-07 12:17:11	420	10.27.128.86	0
2016-07-07 01:48:05	2016-07-07 01:48:05	179	10.27.128.86	0
2016-07-07 16:04:19	2016-07-07 16:04:19	951	10.27.128.86	0
2016-07-07 08:47:43	2016-07-07 08:47:43	566	10.27.128.86	0
2016-07-07 05:13:11	2016-07-07 05:13:11	331	10.27.128.86	0
2016-07-07 13:15:46	2016-07-07 13:15:46	522	10.27.128.86	0
2016-07-07 19:39:55	2016-07-07 19:39:55	582	10.27.128.86	0
2016-07-07 09:56:40	2016-07-07 09:56:40	575	10.27.128.86	0
2016-07-07 06:11:35	2016-07-07 06:11:35	362	10.27.128.86	0
2016-07-07 12:20:19	2016-07-07 12:20:19	397	10.27.128.86	0
2016-07-07 15:19:57	2016-07-07 15:19:57	252	10.27.128.86	0
2016-07-07 18:04:28	2016-07-07 18:04:28	299	10.27.128.86	0
2016-07-07 14:35:56	2016-07-07 14:35:56	499	10.27.128.86	0
2016-07-07 23:00:53	2016-07-07 23:00:53	242	10.27.128.86	0
2016-07-07 23:44:30	2016-07-07 23:44:30	180	10.27.128.86	0
2016-07-07 03:06:00	2016-07-07 03:06:00	433	10.27.128.86	0
2016-07-07 12:45:14	2016-07-07 12:45:14	3553	10.27.128.86	0
2016-07-07 16:48:58	2016-07-07 16:48:58	280	10.27.128.86	0
2016-07-07 04:31:47	2016-07-07 04:31:47	230	10.27.128.86	0
2016-07-07 10:58:09	2016-07-07 10:58:09	63	10.27.128.86	0
2016-07-07 06:57:52	2016-07-07 06:57:52	213	10.27.128.86	0
2016-07-07 17:08:22	2016-07-07 17:08:22	251	10.27.128.86	0
2016-07-07 02:18:33	2016-07-07 02:18:33	601	10.27.128.86	0
2016-07-07 22:03:50	2016-07-07 22:03:50	386	10.27.128.86	0
2016-07-07 02:26:37	2016-07-07 02:26:37	679	10.27.128.86	0
2016-07-07 00:54:40	2016-07-07 00:54:40	3727	10.27.128.86	0
2016-07-07 20:27:53	2016-07-07 20:27:53	567	10.27.128.86	0
2016-07-07 02:57:35	2016-07-07 02:57:35	239	10.27.128.86	0
2016-07-07 15:11:23	2016-07-07 15:11:23	310	10.27.128.86	0
2016-07-07 03:44:01	2016-07-07 03:44:01	462	10.27.128.86	0
2016-07-07 04:48:43	2016-07-07 04:48:43	194	10.27.128.86	0
2016-07-07 07:55:12	2016-07-07 07:55:12	330	10.27.128.86	0
2016-07-07 11:58:52	2016-07-07 11:58:52	292	10.27.128.86	0
2016-07-07 07:25:09	2016-07-07 07:25:09	341	10.27.128.86	0
2016-07-07 05:47:41	2016-07-07 05:47:41	690	10.27.128.86	0
2016-07-07 18:29:58	2016-07-07 18:29:58	250	10.27.128.86	0
2016-07-07 18:23:52	2016-07-07 18:23:52	239	10.27.128.86	0
2016-07-07 20:16:19	2016-07-07 20:16:19	343	10.27.128.86	0
2016-07-07 23:32:56	2016-07-07 23:32:56	586	10.27.128.86	0
2016-07-07 03:28:04	2016-07-07 03:28:04	184	10.27.128.86	0
2016-07-07 14:49:48	2016-07-07 14:49:48	565	10.27.128.86	0
2016-07-07 16:59:45	2016-07-07 16:59:45	593	10.27.128.86	0
2016-07-07 00:39:58	2016-07-07 00:39:58	320	10.27.128.86	0
2016-07-07 11:17:11	2016-07-07 11:17:11	254	10.27.128.86	0
2016-07-07 12:59:19	2016-07-07 12:59:19	3548	10.27.128.86	0
2016-07-07 04:01:10	2016-07-07 04:01:10	431	10.27.128.86	0
2016-07-07 22:32:21	2016-07-07 22:32:21	538	10.27.128.86	0
2016-07-07 13:35:02	2016-07-07 13:35:02	262	10.27.128.86	0
2016-07-07 05:53:18	2016-07-07 05:53:18	958	10.27.128.86	0
2016-07-07 06:38:51	2016-07-07 06:38:51	1205	10.27.128.86	0
2016-07-07 09:17:54	2016-07-07 09:17:54	663	10.27.128.86	0
2016-07-07 03:00:42	2016-07-07 03:00:42	483	10.27.128.86	0
2016-07-07 08:36:45	2016-07-07 08:36:45	167	10.27.128.86	0
2016-07-07 03:25:03	2016-07-07 03:25:03	256	10.27.128.86	0
2016-07-07 17:42:22	2016-07-07 17:42:22	211	10.27.128.86	0
2016-07-07 00:48:34	2016-07-07 00:48:34	635	10.27.128.86	0
2016-07-07 00:08:01	2016-07-07 00:08:01	756	10.27.128.86	0
2016-07-07 03:44:12	2016-07-07 03:44:12	210	10.27.128.86	0
2016-07-07 10:38:40	2016-07-07 10:38:40	213	10.27.128.86	0
2016-07-07 20:30:24	2016-07-07 20:30:24	343	10.27.128.86	0
2016-07-07 03:06:04	2016-07-07 03:06:04	227	10.27.128.86	0
2016-07-07 06:04:23	2016-07-07 06:04:23	218	10.27.128.86	0
2016-07-07 12:37:14	2016-07-07 12:37:14	3321	10.27.128.86	0
2016-07-07 04:45:40	2016-07-07 04:45:40	1583	10.27.128.86	0
